scholar_cat,l1_k1,n,prop
eng_computationallinguistics,Computer vision,3,0.003048780487804878
eng_computationallinguistics,Public relations,3,0.003048780487804878
eng_computationallinguistics,Systems engineering,3,0.003048780487804878
eng_computationallinguistics,Theoretical computer science,3,0.003048780487804878
eng_computationallinguistics,Topology,3,0.003048780487804878
eng_computationallinguistics,World Wide Web,3,0.003048780487804878
eng_computationallinguistics,Computer security,2,0.0020325203252032522
eng_computationallinguistics,Distributed computing,2,0.0020325203252032522
eng_computationallinguistics,Geometry,2,0.0020325203252032522
eng_computationallinguistics,Literature,2,0.0020325203252032522
eng_computationallinguistics,Real-time computing,2,0.0020325203252032522
eng_computationallinguistics,Regional science,2,0.0020325203252032522
eng_computationallinguistics,Reliability engineering,2,0.0020325203252032522
eng_computationallinguistics,Simulation,2,0.0020325203252032522
eng_computationallinguistics,Structural engineering,2,0.0020325203252032522
eng_computationallinguistics,Applied mathematics,1,0.0010162601626016261
eng_computationallinguistics,Archaeology,1,0.0010162601626016261
eng_computationallinguistics,Arithmetic,1,0.0010162601626016261
eng_computationallinguistics,Bioinformatics,1,0.0010162601626016261
eng_computationallinguistics,Biological system,1,0.0010162601626016261
eng_computationallinguistics,Calculus,1,0.0010162601626016261
eng_computationallinguistics,Classical economics,1,0.0010162601626016261
eng_computationallinguistics,Cognitive psychology,1,0.0010162601626016261
eng_computationallinguistics,Commerce,1,0.0010162601626016261
eng_computationallinguistics,Computer graphics (images),1,0.0010162601626016261
eng_computationallinguistics,Criminology,1,0.0010162601626016261
eng_computationallinguistics,Data science,1,0.0010162601626016261
eng_computationallinguistics,Environmental resource management,1,0.0010162601626016261
eng_computationallinguistics,Forensic engineering,1,0.0010162601626016261
eng_computationallinguistics,Gender studies,1,0.0010162601626016261
eng_computationallinguistics,Industrial organization,1,0.0010162601626016261
eng_computationallinguistics,Management,1,0.0010162601626016261
eng_computationallinguistics,Marketing,1,0.0010162601626016261
eng_computationallinguistics,Mathematical economics,1,0.0010162601626016261
eng_computationallinguistics,Mining engineering,1,0.0010162601626016261
eng_computationallinguistics,Natural resource economics,1,0.0010162601626016261
eng_computationallinguistics,Operating system,1,0.0010162601626016261
eng_computationallinguistics,Organic chemistry,1,0.0010162601626016261
eng_computationallinguistics,Pedagogy,1,0.0010162601626016261
eng_computationallinguistics,Psychotherapist,1,0.0010162601626016261
eng_computationallinguistics,Quantum electrodynamics,1,0.0010162601626016261
eng_computationallinguistics,Quantum mechanics,1,0.0010162601626016261
eng_computationallinguistics,Risk analysis (engineering),1,0.0010162601626016261
eng_computationallinguistics,Telecommunications,1,0.0010162601626016261
eng_artificialintelligence,Machine learning,117,0.1956521739130435
eng_artificialintelligence,Mathematical optimization,59,0.09866220735785954
eng_artificialintelligence,Control theory,46,0.07692307692307693
eng_artificialintelligence,Pattern recognition,44,0.07357859531772576
eng_artificialintelligence,Computer network,38,0.06354515050167224
eng_artificialintelligence,Algorithm,36,0.06020066889632107
eng_artificialintelligence,Computer vision,34,0.056856187290969896
eng_artificialintelligence,Embedded system,17,0.028428093645484948
eng_artificialintelligence,Operations management,12,0.020066889632107024
eng_artificialintelligence,Knowledge management,10,0.016722408026755852
eng_artificialintelligence,Speech recognition,10,0.016722408026755852
eng_artificialintelligence,Information retrieval,8,0.013377926421404682
eng_artificialintelligence,Statistics,8,0.013377926421404682
eng_artificialintelligence,Data mining,7,0.011705685618729096
eng_artificialintelligence,World Wide Web,7,0.011705685618729096
eng_artificialintelligence,Artificial intelligence,6,0.010033444816053512
eng_artificialintelligence,Simulation,6,0.010033444816053512
eng_artificialintelligence,Database,5,0.008361204013377926
eng_artificialintelligence,Distributed computing,5,0.008361204013377926
eng_artificialintelligence,Financial economics,5,0.008361204013377926
eng_artificialintelligence,Systems engineering,5,0.008361204013377926
eng_artificialintelligence,Telecommunications,5,0.008361204013377926
eng_artificialintelligence,Computer security,4,0.006688963210702341
eng_artificialintelligence,Electrical engineering,4,0.006688963210702341
eng_artificialintelligence,Reliability engineering,4,0.006688963210702341
eng_artificialintelligence,Control engineering,3,0.005016722408026756
eng_artificialintelligence,Internet privacy,3,0.005016722408026756
eng_artificialintelligence,Linguistics,3,0.005016722408026756
eng_artificialintelligence,Multimedia,3,0.005016722408026756
eng_artificialintelligence,Neuroscience,3,0.005016722408026756
eng_artificialintelligence,Social science,3,0.005016722408026756
eng_artificialintelligence,Waste management,3,0.005016722408026756
eng_artificialintelligence,Analytical chemistry,2,0.0033444816053511705
eng_artificialintelligence,Automotive engineering,2,0.0033444816053511705
eng_artificialintelligence,Cancer research,2,0.0033444816053511705
eng_artificialintelligence,Computer architecture,2,0.0033444816053511705
eng_artificialintelligence,Construction engineering,2,0.0033444816053511705
eng_artificialintelligence,Data science,2,0.0033444816053511705
eng_artificialintelligence,Environmental planning,2,0.0033444816053511705
eng_artificialintelligence,Mathematical analysis,2,0.0033444816053511705
eng_artificialintelligence,Meteorology,2,0.0033444816053511705
eng_artificialintelligence,Microeconomics,2,0.0033444816053511705
eng_artificialintelligence,Social psychology,2,0.0033444816053511705
eng_artificialintelligence,Theoretical computer science,2,0.0033444816053511705
eng_artificialintelligence,Topology,2,0.0033444816053511705
eng_artificialintelligence,Transport engineering,2,0.0033444816053511705
eng_artificialintelligence,Accounting,1,0.0016722408026755853
eng_artificialintelligence,Aeronautics,1,0.0016722408026755853
eng_artificialintelligence,Aesthetics,1,0.0016722408026755853
eng_artificialintelligence,Andrology,1,0.0016722408026755853
eng_artificialintelligence,Arithmetic,1,0.0016722408026755853
eng_artificialintelligence,Astrobiology,1,0.0016722408026755853
eng_artificialintelligence,Business administration,1,0.0016722408026755853
eng_artificialintelligence,Calculus,1,0.0016722408026755853
eng_artificialintelligence,Cartography,1,0.0016722408026755853
eng_artificialintelligence,Cognitive science,1,0.0016722408026755853
eng_artificialintelligence,Communication,1,0.0016722408026755853
eng_artificialintelligence,Computer graphics (images),1,0.0016722408026755853
eng_artificialintelligence,Dentistry,1,0.0016722408026755853
eng_artificialintelligence,Discrete mathematics,1,0.0016722408026755853
eng_artificialintelligence,Econometrics,1,0.0016722408026755853
eng_artificialintelligence,Economic growth,1,0.0016722408026755853
eng_artificialintelligence,Electronic engineering,1,0.0016722408026755853
eng_artificialintelligence,Engineering drawing,1,0.0016722408026755853
eng_artificialintelligence,Environmental health,1,0.0016722408026755853
eng_artificialintelligence,Financial system,1,0.0016722408026755853
eng_artificialintelligence,Fishery,1,0.0016722408026755853
eng_artificialintelligence,Food science,1,0.0016722408026755853
eng_artificialintelligence,Geodesy,1,0.0016722408026755853
eng_artificialintelligence,Geotechnical engineering,1,0.0016722408026755853
eng_artificialintelligence,Human–computer interaction,1,0.0016722408026755853
eng_artificialintelligence,Immunology,1,0.0016722408026755853
eng_artificialintelligence,Intensive care medicine,1,0.0016722408026755853
eng_artificialintelligence,Management,1,0.0016722408026755853
eng_artificialintelligence,Marine engineering,1,0.0016722408026755853
eng_artificialintelligence,Marketing,1,0.0016722408026755853
eng_artificialintelligence,Mathematical economics,1,0.0016722408026755853
eng_artificialintelligence,Mining engineering,1,0.0016722408026755853
eng_artificialintelligence,Natural language processing,1,0.0016722408026755853
eng_artificialintelligence,Nuclear engineering,1,0.0016722408026755853
eng_artificialintelligence,Operating system,1,0.0016722408026755853
eng_artificialintelligence,Operations research,1,0.0016722408026755853
eng_artificialintelligence,Ophthalmology,1,0.0016722408026755853
eng_artificialintelligence,Parallel computing,1,0.0016722408026755853
eng_artificialintelligence,Process engineering,1,0.0016722408026755853
eng_artificialintelligence,Public relations,1,0.0016722408026755853
eng_artificialintelligence,Radiology,1,0.0016722408026755853
eng_artificialintelligence,Real-time computing,1,0.0016722408026755853
eng_artificialintelligence,Risk analysis (engineering),1,0.0016722408026755853
eng_artificialintelligence,Structural engineering,1,0.0016722408026755853
eng_artificialintelligence,Thermodynamics,1,0.0016722408026755853
eng_artificialintelligence,Virology,1,0.0016722408026755853
eng_artificialintelligence,Welfare economics,1,0.0016722408026755853
bio_biotechnology,Biochemistry,82,0.15413533834586465
bio_biotechnology,Waste management,50,0.09398496240601503
bio_biotechnology,Cell biology,30,0.05639097744360902
bio_biotechnology,Molecular biology,26,0.04887218045112782
bio_biotechnology,Geochemistry,25,0.046992481203007516
bio_biotechnology,Organic chemistry,19,0.03571428571428571
bio_biotechnology,Combinatorial chemistry,18,0.03383458646616541
bio_biotechnology,Biotechnology,16,0.03007518796992481
bio_biotechnology,Microbiology,16,0.03007518796992481
bio_biotechnology,Nuclear chemistry,16,0.03007518796992481
bio_biotechnology,Operations management,16,0.03007518796992481
bio_biotechnology,Agronomy,15,0.02819548872180451
bio_biotechnology,Botany,15,0.02819548872180451
bio_biotechnology,Chromatography,15,0.02819548872180451
bio_biotechnology,Environmental engineering,15,0.02819548872180451
bio_biotechnology,Genetics,15,0.02819548872180451
bio_biotechnology,Bioinformatics,13,0.02443609022556391
bio_biotechnology,Ecology,12,0.022556390977443608
bio_biotechnology,Economic growth,7,0.013157894736842105
bio_biotechnology,Composite material,6,0.011278195488721804
bio_biotechnology,Biochemical engineering,5,0.009398496240601503
bio_biotechnology,Embedded system,5,0.009398496240601503
bio_biotechnology,Process engineering,5,0.009398496240601503
bio_biotechnology,Virology,5,0.009398496240601503
bio_biotechnology,Metallurgy,4,0.007518796992481203
bio_biotechnology,Optics,4,0.007518796992481203
bio_biotechnology,Pharmacology,4,0.007518796992481203
bio_biotechnology,Pulp and paper industry,4,0.007518796992481203
bio_biotechnology,Thermodynamics,4,0.007518796992481203
bio_biotechnology,Water resource management,4,0.007518796992481203
bio_biotechnology,Cancer research,3,0.005639097744360902
bio_biotechnology,Ceramic materials,3,0.005639097744360902
bio_biotechnology,Petroleum engineering,3,0.005639097744360902
bio_biotechnology,Polymer chemistry,3,0.005639097744360902
bio_biotechnology,Animal science,2,0.0037593984962406013
bio_biotechnology,Control engineering,2,0.0037593984962406013
bio_biotechnology,Control theory,2,0.0037593984962406013
bio_biotechnology,Mineralogy,2,0.0037593984962406013
bio_biotechnology,Pathology,2,0.0037593984962406013
bio_biotechnology,Radiochemistry,2,0.0037593984962406013
bio_biotechnology,Simulation,2,0.0037593984962406013
bio_biotechnology,Soil science,2,0.0037593984962406013
bio_biotechnology,Agricultural engineering,1,0.0018796992481203006
bio_biotechnology,Agroforestry,1,0.0018796992481203006
bio_biotechnology,Anatomy,1,0.0018796992481203006
bio_biotechnology,Ancient history,1,0.0018796992481203006
bio_biotechnology,Chemical engineering,1,0.0018796992481203006
bio_biotechnology,Classical mechanics,1,0.0018796992481203006
bio_biotechnology,Climatology,1,0.0018796992481203006
bio_biotechnology,Computational science,1,0.0018796992481203006
bio_biotechnology,Crystallography,1,0.0018796992481203006
bio_biotechnology,Data science,1,0.0018796992481203006
bio_biotechnology,Developmental psychology,1,0.0018796992481203006
bio_biotechnology,Endocrinology,1,0.0018796992481203006
bio_biotechnology,Engineering management,1,0.0018796992481203006
bio_biotechnology,Environmental chemistry,1,0.0018796992481203006
bio_biotechnology,Environmental health,1,0.0018796992481203006
bio_biotechnology,Environmental planning,1,0.0018796992481203006
bio_biotechnology,Fishery,1,0.0018796992481203006
bio_biotechnology,Food science,1,0.0018796992481203006
bio_biotechnology,Hydrology,1,0.0018796992481203006
bio_biotechnology,Immunology,1,0.0018796992481203006
bio_biotechnology,Library science,1,0.0018796992481203006
bio_biotechnology,Medical education,1,0.0018796992481203006
bio_biotechnology,Medicinal chemistry,1,0.0018796992481203006
bio_biotechnology,Microeconomics,1,0.0018796992481203006
bio_biotechnology,Natural resource economics,1,0.0018796992481203006
bio_biotechnology,Nuclear magnetic resonance,1,0.0018796992481203006
bio_biotechnology,Photochemistry,1,0.0018796992481203006
bio_biotechnology,Physical chemistry,1,0.0018796992481203006
bio_biotechnology,Radiology,1,0.0018796992481203006
bio_biotechnology,Software engineering,1,0.0018796992481203006
bio_biotechnology,Systems engineering,1,0.0018796992481203006
bio_biotechnology,Toxicology,1,0.0018796992481203006
bio_biotechnology,Zoology,1,0.0018796992481203006
bio_agronomycropscience,Botany,82,0.30597014925373134
bio_agronomycropscience,Biochemistry,22,0.08208955223880597
bio_agronomycropscience,Composite material,16,0.05970149253731343
bio_agronomycropscience,Genetics,16,0.05970149253731343
bio_agronomycropscience,Nuclear chemistry,14,0.05223880597014925
bio_agronomycropscience,Organic chemistry,12,0.04477611940298507
bio_agronomycropscience,Soil science,9,0.033582089552238806
bio_agronomycropscience,Agroforestry,7,0.026119402985074626
bio_agronomycropscience,Cell biology,7,0.026119402985074626
bio_agronomycropscience,Chromatography,6,0.022388059701492536
bio_agronomycropscience,Operations management,6,0.022388059701492536
bio_agronomycropscience,Water resource management,6,0.022388059701492536
bio_agronomycropscience,Biotechnology,5,0.018656716417910446
bio_agronomycropscience,Embedded system,5,0.018656716417910446
bio_agronomycropscience,Agronomy,3,0.011194029850746268
bio_agronomycropscience,Combinatorial chemistry,3,0.011194029850746268
bio_agronomycropscience,Economic growth,3,0.011194029850746268
bio_agronomycropscience,Electrical engineering,3,0.011194029850746268
bio_agronomycropscience,Pulp and paper industry,3,0.011194029850746268
bio_agronomycropscience,Analytical chemistry,2,0.007462686567164179
bio_agronomycropscience,Bioinformatics,2,0.007462686567164179
bio_agronomycropscience,Climatology,2,0.007462686567164179
bio_agronomycropscience,Geochemistry,2,0.007462686567164179
bio_agronomycropscience,Molecular biology,2,0.007462686567164179
bio_agronomycropscience,Optics,2,0.007462686567164179
bio_agronomycropscience,Polymer chemistry,2,0.007462686567164179
bio_agronomycropscience,Agricultural engineering,1,0.0037313432835820895
bio_agronomycropscience,Anatomy,1,0.0037313432835820895
bio_agronomycropscience,Ancient history,1,0.0037313432835820895
bio_agronomycropscience,Biochemical engineering,1,0.0037313432835820895
bio_agronomycropscience,Cartography,1,0.0037313432835820895
bio_agronomycropscience,Ceramic materials,1,0.0037313432835820895
bio_agronomycropscience,Chemical engineering,1,0.0037313432835820895
bio_agronomycropscience,Computer vision,1,0.0037313432835820895
bio_agronomycropscience,Crystallography,1,0.0037313432835820895
bio_agronomycropscience,Developmental psychology,1,0.0037313432835820895
bio_agronomycropscience,Ecology,1,0.0037313432835820895
bio_agronomycropscience,Horticulture,1,0.0037313432835820895
bio_agronomycropscience,Immunology,1,0.0037313432835820895
bio_agronomycropscience,Inorganic chemistry,1,0.0037313432835820895
bio_agronomycropscience,Media studies,1,0.0037313432835820895
bio_agronomycropscience,Mineralogy,1,0.0037313432835820895
bio_agronomycropscience,Nanotechnology,1,0.0037313432835820895
bio_agronomycropscience,Nuclear magnetic resonance,1,0.0037313432835820895
bio_agronomycropscience,Paleontology,1,0.0037313432835820895
bio_agronomycropscience,Petroleum engineering,1,0.0037313432835820895
bio_agronomycropscience,Pharmacology,1,0.0037313432835820895
bio_agronomycropscience,Polymer science,1,0.0037313432835820895
bio_agronomycropscience,Statistics,1,0.0037313432835820895
bio_agronomycropscience,Transport engineering,1,0.0037313432835820895
bio_agronomycropscience,Virology,1,0.0037313432835820895
bio_agronomycropscience,Waste management,1,0.0037313432835820895
