,scholar_cat,journal_name,l1_k1,n,prop,total
1039,eng_computationallinguistics,Computational Linguistics,Environmental resource management,1,0.00,234
1040,eng_computationallinguistics,Computational Linguistics,Literature,1,0.00,234
1041,eng_computationallinguistics,Computational Linguistics,Marketing,1,0.00,234
1042,eng_computationallinguistics,Computer Speech & Language,Speech recognition,249,0.53,468
1043,eng_computationallinguistics,Computer Speech & Language,Machine learning,41,0.09,468
1044,eng_computationallinguistics,Computer Speech & Language,Linguistics,35,0.07,468
1045,eng_computationallinguistics,Computer Speech & Language,Pattern recognition,27,0.06,468
1046,eng_computationallinguistics,Computer Speech & Language,Natural language processing,24,0.05,468
1047,eng_computationallinguistics,Computer Speech & Language,Information retrieval,10,0.02,468
1048,eng_computationallinguistics,Computer Speech & Language,Programming language,9,0.02,468
1049,eng_computationallinguistics,Computer Speech & Language,Statistics,6,0.01,468
1050,eng_computationallinguistics,Computer Speech & Language,Human–computer interaction,6,0.01,468
1051,eng_computationallinguistics,Computer Speech & Language,Control theory,4,0.01,468
1052,eng_computationallinguistics,Computer Speech & Language,Developmental psychology,4,0.01,468
1053,eng_computationallinguistics,Computer Speech & Language,Acoustics,4,0.01,468
1054,eng_computationallinguistics,Computer Speech & Language,Social psychology,4,0.01,468
1055,eng_computationallinguistics,Computer Speech & Language,Computer network,4,0.01,468
1056,eng_computationallinguistics,Computer Speech & Language,Multimedia,3,0.01,468
1057,eng_computationallinguistics,Computer Speech & Language,Operations management,3,0.01,468
1058,eng_computationallinguistics,Computer Speech & Language,Algorithm,3,0.01,468
1059,eng_computationallinguistics,Computer Speech & Language,Database,3,0.01,468
1060,eng_computationallinguistics,Computer Speech & Language,Computer security,2,0.00,468
1061,eng_computationallinguistics,Computer Speech & Language,Computer vision,2,0.00,468
1062,eng_computationallinguistics,Computer Speech & Language,Parallel computing,1,0.00,468
1063,eng_computationallinguistics,Computer Speech & Language,Reliability engineering,1,0.00,468
1064,eng_computationallinguistics,Computer Speech & Language,Social science,1,0.00,468
1065,eng_computationallinguistics,Computer Speech & Language,Real-time computing,1,0.00,468
1066,eng_computationallinguistics,Computer Speech & Language,Systems engineering,1,0.00,468
1067,eng_computationallinguistics,Computer Speech & Language,Telecommunications,1,0.00,468
1068,eng_computationallinguistics,Computer Speech & Language,Organic chemistry,1,0.00,468
1069,eng_computationallinguistics,Computer Speech & Language,Operating system,1,0.00,468
1070,eng_computationallinguistics,Computer Speech & Language,Risk analysis (engineering),1,0.00,468
1071,eng_computationallinguistics,Computer Speech & Language,Knowledge management,1,0.00,468
1072,eng_computationallinguistics,Computer Speech & Language,Media studies,1,0.00,468
1073,eng_computationallinguistics,Computer Speech & Language,Mathematical optimization,1,0.00,468
1074,eng_computationallinguistics,Computer Speech & Language,Geometry,1,0.00,468
1075,eng_computationallinguistics,Computer Speech & Language,Forensic engineering,1,0.00,468
1076,eng_computationallinguistics,Computer Speech & Language,Epistemology,1,0.00,468
1077,eng_computationallinguistics,Computer Speech & Language,Distributed computing,1,0.00,468
1078,eng_computationallinguistics,Computer Speech & Language,Data science,1,0.00,468
1079,eng_computationallinguistics,Computer Speech & Language,Data mining,1,0.00,468
1080,eng_computationallinguistics,Computer Speech & Language,Computational science,1,0.00,468
1081,eng_computationallinguistics,Computer Speech & Language,Communication,1,0.00,468
1082,eng_computationallinguistics,Computer Speech & Language,Cognitive psychology,1,0.00,468
1083,eng_computationallinguistics,Computer Speech & Language,Bioinformatics,1,0.00,468
1084,eng_computationallinguistics,Computer Speech & Language,Arithmetic,1,0.00,468
1085,eng_computationallinguistics,Computer Speech & Language,Archaeology,1,0.00,468
1086,eng_computationallinguistics,Computer Speech & Language,World Wide Web,1,0.00,468
1097,eng_computationallinguistics,Transactions of the Association for Computational Linguistics,Machine learning,63,0.22,282
1098,eng_computationallinguistics,Transactions of the Association for Computational Linguistics,Natural language processing,52,0.18,282
1099,eng_computationallinguistics,Transactions of the Association for Computational Linguistics,Programming language,22,0.08,282
1100,eng_computationallinguistics,Transactions of the Association for Computational Linguistics,Linguistics,18,0.06,282
1101,eng_computationallinguistics,Transactions of the Association for Computational Linguistics,Pattern recognition,14,0.05,282
1102,eng_computationallinguistics,Transactions of the Association for Computational Linguistics,Algebra,12,0.04,282
1103,eng_computationallinguistics,Transactions of the Association for Computational Linguistics,Information retrieval,9,0.03,282
1104,eng_computationallinguistics,Transactions of the Association for Computational Linguistics,Discrete mathematics,9,0.03,282
1105,eng_computationallinguistics,Transactions of the Association for Computational Linguistics,Algorithm,9,0.03,282
1106,eng_computationallinguistics,Transactions of the Association for Computational Linguistics,Knowledge management,8,0.03,282
1107,eng_computationallinguistics,Transactions of the Association for Computational Linguistics,Speech recognition,6,0.02,282
1108,eng_computationallinguistics,Transactions of the Association for Computational Linguistics,Parallel computing,5,0.02,282
1109,eng_computationallinguistics,Transactions of the Association for Computational Linguistics,Data mining,4,0.01,282
1110,eng_computationallinguistics,Transactions of the Association for Computational Linguistics,Artificial intelligence,4,0.01,282
1111,eng_computationallinguistics,Transactions of the Association for Computational Linguistics,Mathematical analysis,4,0.01,282
1112,eng_computationallinguistics,Transactions of the Association for Computational Linguistics,Public relations,3,0.01,282
1113,eng_computationallinguistics,Transactions of the Association for Computational Linguistics,Topology,3,0.01,282
1114,eng_computationallinguistics,Transactions of the Association for Computational Linguistics,Social science,2,0.01,282
1115,eng_computationallinguistics,Transactions of the Association for Computational Linguistics,Social psychology,2,0.01,282
1116,eng_computationallinguistics,Transactions of the Association for Computational Linguistics,Statistics,2,0.01,282
1117,eng_computationallinguistics,Transactions of the Association for Computational Linguistics,Mathematical optimization,2,0.01,282
1118,eng_computationallinguistics,Transactions of the Association for Computational Linguistics,World Wide Web,2,0.01,282
1119,eng_computationallinguistics,Transactions of the Association for Computational Linguistics,Database,2,0.01,282
1120,eng_computationallinguistics,Transactions of the Association for Computational Linguistics,Human–computer interaction,2,0.01,282
1121,eng_computationallinguistics,Transactions of the Association for Computational Linguistics,Industrial organization,1,0.00,282
1122,eng_computationallinguistics,Transactions of the Association for Computational Linguistics,Quantum electrodynamics,1,0.00,282
1123,eng_computationallinguistics,Transactions of the Association for Computational Linguistics,Art history,1,0.00,282
1124,eng_computationallinguistics,Transactions of the Association for Computational Linguistics,Theoretical computer science,1,0.00,282
1125,eng_computationallinguistics,Transactions of the Association for Computational Linguistics,Systems engineering,1,0.00,282
1126,eng_computationallinguistics,Transactions of the Association for Computational Linguistics,Biological system,1,0.00,282
1127,eng_computationallinguistics,Transactions of the Association for Computational Linguistics,Calculus,1,0.00,282
1128,eng_computationallinguistics,Transactions of the Association for Computational Linguistics,Communication,1,0.00,282
1129,eng_computationallinguistics,Transactions of the Association for Computational Linguistics,Computational biology,1,0.00,282
1130,eng_computationallinguistics,Transactions of the Association for Computational Linguistics,Simulation,1,0.00,282
1131,eng_computationallinguistics,Transactions of the Association for Computational Linguistics,Quantum mechanics,1,0.00,282
1132,eng_computationallinguistics,Transactions of the Association for Computational Linguistics,Psychotherapist,1,0.00,282
1133,eng_computationallinguistics,Transactions of the Association for Computational Linguistics,Computer network,1,0.00,282
1134,eng_computationallinguistics,Transactions of the Association for Computational Linguistics,Computer vision,1,0.00,282
1135,eng_computationallinguistics,Transactions of the Association for Computational Linguistics,Criminology,1,0.00,282
1136,eng_computationallinguistics,Transactions of the Association for Computational Linguistics,Developmental psychology,1,0.00,282
1137,eng_computationallinguistics,Transactions of the Association for Computational Linguistics,Distributed computing,1,0.00,282
1138,eng_computationallinguistics,Transactions of the Association for Computational Linguistics,Mathematical economics,1,0.00,282
1139,eng_computationallinguistics,Transactions of the Association for Computational Linguistics,Epistemology,1,0.00,282
1140,eng_computationallinguistics,Transactions of the Association for Computational Linguistics,Gender studies,1,0.00,282
1141,eng_computationallinguistics,Transactions of the Association for Computational Linguistics,Literature,1,0.00,282
1142,eng_computationallinguistics,Transactions of the Association for Computational Linguistics,Geometry,1,0.00,282
1143,eng_computationallinguistics,Transactions of the Association for Computational Linguistics,Agroforestry,1,0.00,282
1144,eng_computerhardwaredesign,IEEE Journal of Solid-state Circuits,Telecommunications,36,0.29,123
1145,eng_computerhardwaredesign,IEEE Journal of Solid-state Circuits,Computer architecture,20,0.16,123
1146,eng_computerhardwaredesign,IEEE Journal of Solid-state Circuits,Control theory,16,0.13,123
1147,eng_computerhardwaredesign,IEEE Journal of Solid-state Circuits,Electronic engineering,10,0.08,123
1148,eng_computerhardwaredesign,IEEE Journal of Solid-state Circuits,Embedded system,8,0.07,123
1149,eng_computerhardwaredesign,IEEE Journal of Solid-state Circuits,Computer vision,5,0.04,123
1150,eng_computerhardwaredesign,IEEE Journal of Solid-state Circuits,Parallel computing,5,0.04,123
1151,eng_computerhardwaredesign,IEEE Journal of Solid-state Circuits,Topology,2,0.02,123
1152,eng_computerhardwaredesign,IEEE Journal of Solid-state Circuits,Cell biology,2,0.02,123
1153,eng_computerhardwaredesign,IEEE Journal of Solid-state Circuits,Nuclear magnetic resonance,2,0.02,123
1154,eng_computerhardwaredesign,IEEE Journal of Solid-state Circuits,Quantum mechanics,1,0.01,123
1155,eng_computerhardwaredesign,IEEE Journal of Solid-state Circuits,Photochemistry,1,0.01,123
1156,eng_computerhardwaredesign,IEEE Journal of Solid-state Circuits,Seismology,1,0.01,123
1157,eng_computerhardwaredesign,IEEE Journal of Solid-state Circuits,Real-time computing,1,0.01,123
1158,eng_computerhardwaredesign,IEEE Journal of Solid-state Circuits,Remote sensing,1,0.01,123
1159,eng_computerhardwaredesign,IEEE Journal of Solid-state Circuits,Structural engineering,1,0.01,123
1160,eng_computerhardwaredesign,IEEE Journal of Solid-state Circuits,Pharmacology,1,0.01,123
1161,eng_computerhardwaredesign,IEEE Journal of Solid-state Circuits,Acoustics,1,0.01,123
1162,eng_computerhardwaredesign,IEEE Journal of Solid-state Circuits,Operations management,1,0.01,123
1163,eng_computerhardwaredesign,IEEE Journal of Solid-state Circuits,Operating system,1,0.01,123
1164,eng_computerhardwaredesign,IEEE Journal of Solid-state Circuits,Analytical chemistry,1,0.01,123
1165,eng_computerhardwaredesign,IEEE Journal of Solid-state Circuits,Nanotechnology,1,0.01,123
1166,eng_computerhardwaredesign,IEEE Journal of Solid-state Circuits,Distributed computing,1,0.01,123
1167,eng_computerhardwaredesign,IEEE Journal of Solid-state Circuits,Discrete mathematics,1,0.01,123
1168,eng_computerhardwaredesign,IEEE Journal of Solid-state Circuits,Composite material,1,0.01,123
1169,eng_computerhardwaredesign,IEEE Journal of Solid-state Circuits,Cardiology,1,0.01,123
1170,eng_computerhardwaredesign,IEEE Journal of Solid-state Circuits,Neuroscience,1,0.01,123
1187,eng_computerhardwaredesign,IEEE Transactions on Circuits and Systems I-regular Papers,Control theory,35,0.23,149
1188,eng_computerhardwaredesign,IEEE Transactions on Circuits and Systems I-regular Papers,Telecommunications,17,0.11,149
1189,eng_computerhardwaredesign,IEEE Transactions on Circuits and Systems I-regular Papers,Electronic engineering,17,0.11,149
1190,eng_computerhardwaredesign,IEEE Transactions on Circuits and Systems I-regular Papers,Computer architecture,14,0.09,149
1191,eng_computerhardwaredesign,IEEE Transactions on Circuits and Systems I-regular Papers,Analytical chemistry,11,0.07,149
1192,eng_computerhardwaredesign,IEEE Transactions on Circuits and Systems I-regular Papers,Mathematical optimization,7,0.05,149
1193,eng_computerhardwaredesign,IEEE Transactions on Circuits and Systems I-regular Papers,Parallel computing,6,0.04,149
1194,eng_computerhardwaredesign,IEEE Transactions on Circuits and Systems I-regular Papers,Machine learning,4,0.03,149
1195,eng_computerhardwaredesign,IEEE Transactions on Circuits and Systems I-regular Papers,Computer network,3,0.02,149
1196,eng_computerhardwaredesign,IEEE Transactions on Circuits and Systems I-regular Papers,Arithmetic,3,0.02,149
1197,eng_computerhardwaredesign,IEEE Transactions on Circuits and Systems I-regular Papers,Simulation,3,0.02,149
1198,eng_computerhardwaredesign,IEEE Transactions on Circuits and Systems I-regular Papers,Remote sensing,3,0.02,149
1199,eng_computerhardwaredesign,IEEE Transactions on Circuits and Systems I-regular Papers,Neuroscience,2,0.01,149
1200,eng_computerhardwaredesign,IEEE Transactions on Circuits and Systems I-regular Papers,Electrical engineering,2,0.01,149
1201,eng_computerhardwaredesign,IEEE Transactions on Circuits and Systems I-regular Papers,Computational chemistry,2,0.01,149
1202,eng_computerhardwaredesign,IEEE Transactions on Circuits and Systems I-regular Papers,Embedded system,2,0.01,149
1203,eng_computerhardwaredesign,IEEE Transactions on Circuits and Systems I-regular Papers,Speech recognition,2,0.01,149
1204,eng_computerhardwaredesign,IEEE Transactions on Circuits and Systems I-regular Papers,Ceramic materials,1,0.01,149
1205,eng_computerhardwaredesign,IEEE Transactions on Circuits and Systems I-regular Papers,Theoretical computer science,1,0.01,149
1206,eng_computerhardwaredesign,IEEE Transactions on Circuits and Systems I-regular Papers,Calculus,1,0.01,149
1207,eng_computerhardwaredesign,IEEE Transactions on Circuits and Systems I-regular Papers,Structural engineering,1,0.01,149
1208,eng_computerhardwaredesign,IEEE Transactions on Circuits and Systems I-regular Papers,Reliability engineering,1,0.01,149
1209,eng_computerhardwaredesign,IEEE Transactions on Circuits and Systems I-regular Papers,Pattern recognition,1,0.01,149
1210,eng_computerhardwaredesign,IEEE Transactions on Circuits and Systems I-regular Papers,Computer security,1,0.01,149
1211,eng_computerhardwaredesign,IEEE Transactions on Circuits and Systems I-regular Papers,Operating system,1,0.01,149
1212,eng_computerhardwaredesign,IEEE Transactions on Circuits and Systems I-regular Papers,Nuclear magnetic resonance,1,0.01,149
1213,eng_computerhardwaredesign,IEEE Transactions on Circuits and Systems I-regular Papers,Computer vision,1,0.01,149
1214,eng_computerhardwaredesign,IEEE Transactions on Circuits and Systems I-regular Papers,Multimedia,1,0.01,149
1215,eng_computerhardwaredesign,IEEE Transactions on Circuits and Systems I-regular Papers,Chromatography,1,0.01,149
1216,eng_computerhardwaredesign,IEEE Transactions on Circuits and Systems I-regular Papers,Mathematical analysis,1,0.01,149
1217,eng_computerhardwaredesign,IEEE Transactions on Circuits and Systems I-regular Papers,Distributed computing,1,0.01,149
1218,eng_computerhardwaredesign,IEEE Transactions on Circuits and Systems I-regular Papers,Discrete mathematics,1,0.01,149
1219,eng_computerhardwaredesign,IEEE Transactions on Circuits and Systems I-regular Papers,Topology,1,0.01,149
1220,eng_computerhardwaredesign,IEEE Transactions on Circuits and Systems Ii-express Briefs,Control theory,54,0.28,194
1221,eng_computerhardwaredesign,IEEE Transactions on Circuits and Systems Ii-express Briefs,Telecommunications,22,0.11,194
1222,eng_computerhardwaredesign,IEEE Transactions on Circuits and Systems Ii-express Briefs,Electronic engineering,12,0.06,194
1223,eng_computerhardwaredesign,IEEE Transactions on Circuits and Systems Ii-express Briefs,Algorithm,11,0.06,194
1224,eng_computerhardwaredesign,IEEE Transactions on Circuits and Systems Ii-express Briefs,Computer architecture,11,0.06,194
1225,eng_computerhardwaredesign,IEEE Transactions on Circuits and Systems Ii-express Briefs,Parallel computing,9,0.05,194
1226,eng_computerhardwaredesign,IEEE Transactions on Circuits and Systems Ii-express Briefs,Computer network,7,0.04,194
1227,eng_computerhardwaredesign,IEEE Transactions on Circuits and Systems Ii-express Briefs,Mathematical optimization,6,0.03,194
1228,eng_computerhardwaredesign,IEEE Transactions on Circuits and Systems Ii-express Briefs,Simulation,6,0.03,194
1229,eng_computerhardwaredesign,IEEE Transactions on Circuits and Systems Ii-express Briefs,Analytical chemistry,5,0.03,194
1230,eng_computerhardwaredesign,IEEE Transactions on Circuits and Systems Ii-express Briefs,Arithmetic,4,0.02,194
1231,eng_computerhardwaredesign,IEEE Transactions on Circuits and Systems Ii-express Briefs,Electrical engineering,4,0.02,194
1232,eng_computerhardwaredesign,IEEE Transactions on Circuits and Systems Ii-express Briefs,Chromatography,3,0.02,194
1233,eng_computerhardwaredesign,IEEE Transactions on Circuits and Systems Ii-express Briefs,Computer vision,3,0.02,194
1234,eng_computerhardwaredesign,IEEE Transactions on Circuits and Systems Ii-express Briefs,Distributed computing,3,0.02,194
1235,eng_computerhardwaredesign,IEEE Transactions on Circuits and Systems Ii-express Briefs,Pattern recognition,3,0.02,194
1236,eng_computerhardwaredesign,IEEE Transactions on Circuits and Systems Ii-express Briefs,Nuclear magnetic resonance,2,0.01,194
1237,eng_computerhardwaredesign,IEEE Transactions on Circuits and Systems Ii-express Briefs,Human–computer interaction,2,0.01,194
1238,eng_computerhardwaredesign,IEEE Transactions on Circuits and Systems Ii-express Briefs,Topology,2,0.01,194
1239,eng_computerhardwaredesign,IEEE Transactions on Circuits and Systems Ii-express Briefs,Embedded system,2,0.01,194
1240,eng_computerhardwaredesign,IEEE Transactions on Circuits and Systems Ii-express Briefs,Computational chemistry,2,0.01,194
1241,eng_computerhardwaredesign,IEEE Transactions on Circuits and Systems Ii-express Briefs,Theoretical computer science,2,0.01,194
1242,eng_computerhardwaredesign,IEEE Transactions on Circuits and Systems Ii-express Briefs,Discrete mathematics,2,0.01,194
1243,eng_computerhardwaredesign,IEEE Transactions on Circuits and Systems Ii-express Briefs,Quantum electrodynamics,1,0.01,194
1244,eng_computerhardwaredesign,IEEE Transactions on Circuits and Systems Ii-express Briefs,Structural engineering,1,0.01,194
1245,eng_computerhardwaredesign,IEEE Transactions on Circuits and Systems Ii-express Briefs,Reliability engineering,1,0.01,194
1246,eng_computerhardwaredesign,IEEE Transactions on Circuits and Systems Ii-express Briefs,Real-time computing,1,0.01,194
1247,eng_computerhardwaredesign,IEEE Transactions on Circuits and Systems Ii-express Briefs,Quantum mechanics,1,0.01,194
1248,eng_computerhardwaredesign,IEEE Transactions on Circuits and Systems Ii-express Briefs,Thermodynamics,1,0.01,194
1249,eng_computerhardwaredesign,IEEE Transactions on Circuits and Systems Ii-express Briefs,Algebra,1,0.01,194
1250,eng_computerhardwaredesign,IEEE Transactions on Circuits and Systems Ii-express Briefs,Photochemistry,1,0.01,194
1251,eng_computerhardwaredesign,IEEE Transactions on Circuits and Systems Ii-express Briefs,Optics,1,0.01,194
1252,eng_computerhardwaredesign,IEEE Transactions on Circuits and Systems Ii-express Briefs,Neuroscience,1,0.01,194
1253,eng_computerhardwaredesign,IEEE Transactions on Circuits and Systems Ii-express Briefs,Nanotechnology,1,0.01,194
1254,eng_computerhardwaredesign,IEEE Transactions on Circuits and Systems Ii-express Briefs,Mathematical analysis,1,0.01,194
1255,eng_computerhardwaredesign,IEEE Transactions on Circuits and Systems Ii-express Briefs,Control engineering,1,0.01,194
1256,eng_computerhardwaredesign,IEEE Transactions on Circuits and Systems Ii-express Briefs,Communication,1,0.01,194
1257,eng_computerhardwaredesign,IEEE Transactions on Circuits and Systems Ii-express Briefs,Combinatorial chemistry,1,0.01,194
1258,eng_computerhardwaredesign,IEEE Transactions on Circuits and Systems Ii-express Briefs,Calculus,1,0.01,194
1259,eng_computerhardwaredesign,IEEE Transactions on Circuits and Systems Ii-express Briefs,Machine learning,1,0.01,194
1260,eng_computerhardwaredesign,IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems,Mathematical optimization,14,0.12,114
1261,eng_computerhardwaredesign,IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems,Parallel computing,12,0.11,114
1262,eng_computerhardwaredesign,IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems,Reliability engineering,10,0.09,114
1263,eng_computerhardwaredesign,IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems,Machine learning,10,0.09,114
1264,eng_computerhardwaredesign,IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems,Electronic engineering,7,0.06,114
1265,eng_computerhardwaredesign,IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems,Simulation,5,0.04,114
1266,eng_computerhardwaredesign,IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems,Computer architecture,5,0.04,114
1267,eng_computerhardwaredesign,IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems,Computer security,5,0.04,114
1268,eng_computerhardwaredesign,IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems,Real-time computing,5,0.04,114
1269,eng_computerhardwaredesign,IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems,Embedded system,5,0.04,114
1270,eng_computerhardwaredesign,IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems,Telecommunications,4,0.04,114
1271,eng_computerhardwaredesign,IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems,Computer network,4,0.04,114
1272,eng_computerhardwaredesign,IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems,Statistics,4,0.04,114
1273,eng_computerhardwaredesign,IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems,Algorithm,3,0.03,114
1274,eng_computerhardwaredesign,IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems,Theoretical computer science,3,0.03,114
1275,eng_computerhardwaredesign,IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems,Electrical engineering,2,0.02,114
1276,eng_computerhardwaredesign,IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems,Control engineering,2,0.02,114
1277,eng_computerhardwaredesign,IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems,Pattern recognition,2,0.02,114
1278,eng_computerhardwaredesign,IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems,Programming language,1,0.01,114
1279,eng_computerhardwaredesign,IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems,Mathematical analysis,1,0.01,114
1280,eng_computerhardwaredesign,IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems,Operations management,1,0.01,114
1281,eng_computerhardwaredesign,IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems,Nuclear magnetic resonance,1,0.01,114
1282,eng_computerhardwaredesign,IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems,Natural language processing,1,0.01,114
1283,eng_computerhardwaredesign,IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems,Analytical chemistry,1,0.01,114
1284,eng_computerhardwaredesign,IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems,Knowledge management,1,0.01,114
1285,eng_computerhardwaredesign,IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems,Data mining,1,0.01,114
1286,eng_computerhardwaredesign,IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems,Control theory,1,0.01,114
1287,eng_computerhardwaredesign,IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems,Computational science,1,0.01,114
1288,eng_computerhardwaredesign,IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems,Bioinformatics,1,0.01,114
1289,eng_computerhardwaredesign,IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems,Waste management,1,0.01,114
1290,eng_computerhardwaredesign,IEEE Transactions on Computers,Parallel computing,19,0.13,144
1291,eng_computerhardwaredesign,IEEE Transactions on Computers,Computer network,17,0.12,144
1292,eng_computerhardwaredesign,IEEE Transactions on Computers,Arithmetic,9,0.06,144
1293,eng_computerhardwaredesign,IEEE Transactions on Computers,Real-time computing,6,0.04,144
1294,eng_computerhardwaredesign,IEEE Transactions on Computers,Algorithm,6,0.04,144
1295,eng_computerhardwaredesign,IEEE Transactions on Computers,Distributed computing,5,0.03,144
1296,eng_computerhardwaredesign,IEEE Transactions on Computers,Theoretical computer science,5,0.03,144
1297,eng_computerhardwaredesign,IEEE Transactions on Computers,Computer architecture,5,0.03,144
1298,eng_computerhardwaredesign,IEEE Transactions on Computers,Computer security,5,0.03,144
1299,eng_computerhardwaredesign,IEEE Transactions on Computers,Machine learning,5,0.03,144
1300,eng_computerhardwaredesign,IEEE Transactions on Computers,Embedded system,5,0.03,144
1301,eng_computerhardwaredesign,IEEE Transactions on Computers,Reliability engineering,5,0.03,144
1302,eng_computerhardwaredesign,IEEE Transactions on Computers,Operating system,4,0.03,144
1303,eng_computerhardwaredesign,IEEE Transactions on Computers,Pedagogy,4,0.03,144
1304,eng_computerhardwaredesign,IEEE Transactions on Computers,Operations management,4,0.03,144
1305,eng_computerhardwaredesign,IEEE Transactions on Computers,Communication,4,0.03,144
1306,eng_computerhardwaredesign,IEEE Transactions on Computers,Multimedia,3,0.02,144
1307,eng_computerhardwaredesign,IEEE Transactions on Computers,Topology,3,0.02,144
1308,eng_computerhardwaredesign,IEEE Transactions on Computers,Programming language,2,0.01,144
1309,eng_computerhardwaredesign,IEEE Transactions on Computers,Computer hardware,2,0.01,144
1310,eng_computerhardwaredesign,IEEE Transactions on Computers,Mathematical optimization,2,0.01,144
1311,eng_computerhardwaredesign,IEEE Transactions on Computers,World Wide Web,2,0.01,144
1312,eng_computerhardwaredesign,IEEE Transactions on Computers,Organic chemistry,1,0.01,144
1313,eng_computerhardwaredesign,IEEE Transactions on Computers,Quantum electrodynamics,1,0.01,144
1314,eng_computerhardwaredesign,IEEE Transactions on Computers,Remote sensing,1,0.01,144
1315,eng_computerhardwaredesign,IEEE Transactions on Computers,Public administration,1,0.01,144
1316,eng_computerhardwaredesign,IEEE Transactions on Computers,Simulation,1,0.01,144
1317,eng_computerhardwaredesign,IEEE Transactions on Computers,Telecommunications,1,0.01,144
1318,eng_computerhardwaredesign,IEEE Transactions on Computers,Pattern recognition,1,0.01,144
1319,eng_computerhardwaredesign,IEEE Transactions on Computers,Aeronautics,1,0.01,144
1320,eng_computerhardwaredesign,IEEE Transactions on Computers,Natural resource economics,1,0.01,144
1321,eng_computerhardwaredesign,IEEE Transactions on Computers,Media studies,1,0.01,144
1322,eng_computerhardwaredesign,IEEE Transactions on Computers,Mathematical analysis,1,0.01,144
1323,eng_computerhardwaredesign,IEEE Transactions on Computers,Management,1,0.01,144
1324,eng_computerhardwaredesign,IEEE Transactions on Computers,Family medicine,1,0.01,144
1325,eng_computerhardwaredesign,IEEE Transactions on Computers,Electronic engineering,1,0.01,144
1326,eng_computerhardwaredesign,IEEE Transactions on Computers,Discrete mathematics,1,0.01,144
1327,eng_computerhardwaredesign,IEEE Transactions on Computers,Data science,1,0.01,144
1328,eng_computerhardwaredesign,IEEE Transactions on Computers,Data mining,1,0.01,144
1329,eng_computerhardwaredesign,IEEE Transactions on Computers,Control theory,1,0.01,144
1330,eng_computerhardwaredesign,IEEE Transactions on Computers,Control engineering,1,0.01,144
1331,eng_computerhardwaredesign,IEEE Transactions on Computers,Cartography,1,0.01,144
1332,eng_computerhardwaredesign,IEEE Transactions on Computers,Analytical chemistry,1,0.01,144
1333,eng_computerhardwaredesign,IEEE Transactions on Computers,Mathematical economics,1,0.01,144
1334,eng_computerhardwaredesign,IEEE Transactions on Very Large Scale Integration Systems,Computer architecture,25,0.17,143
1335,eng_computerhardwaredesign,IEEE Transactions on Very Large Scale Integration Systems,Parallel computing,19,0.13,143
1336,eng_computerhardwaredesign,IEEE Transactions on Very Large Scale Integration Systems,Control theory,13,0.09,143
1337,eng_computerhardwaredesign,IEEE Transactions on Very Large Scale Integration Systems,Reliability engineering,11,0.08,143
1338,eng_computerhardwaredesign,IEEE Transactions on Very Large Scale Integration Systems,Embedded system,9,0.06,143
1339,eng_computerhardwaredesign,IEEE Transactions on Very Large Scale Integration Systems,Simulation,7,0.05,143
1340,eng_computerhardwaredesign,IEEE Transactions on Very Large Scale Integration Systems,Electrical engineering,6,0.04,143
1341,eng_computerhardwaredesign,IEEE Transactions on Very Large Scale Integration Systems,Electronic engineering,6,0.04,143
1342,eng_computerhardwaredesign,IEEE Transactions on Very Large Scale Integration Systems,Telecommunications,4,0.03,143
1343,eng_computerhardwaredesign,IEEE Transactions on Very Large Scale Integration Systems,Theoretical computer science,4,0.03,143
1344,eng_computerhardwaredesign,IEEE Transactions on Very Large Scale Integration Systems,Mathematical optimization,4,0.03,143
1345,eng_computerhardwaredesign,IEEE Transactions on Very Large Scale Integration Systems,Algorithm,4,0.03,143
